+1.0566243270259358e-02 +1.0000000000000000e+00 -5.5583081492845832e+00
+3.9433756729740643e-02 +1.0000000000000000e+00 +2.3992453922161072e+01

+6.0566243270259362e-02 +1.0000000000000000e+00 -2.6686108780588684e+00
+8.9433756729740646e-02 +1.0000000000000000e+00 +1.0514623887690867e+01

+1.1056624327025935e-01 +1.0000000000000000e+00 +5.9591957787485068e+00
+1.3943375672974065e-01 +1.0000000000000000e+00 +1.3371072213637516e+01

+1.6056624327025937e-01 +1.0000000000000000e+00 +1.3521518872803767e+01
+1.8943375672974064e-01 +1.0000000000000000e+00 +1.4661253877788530e+01

+2.1056624327025936e-01 +1.0000000000000000e+00 +1.9290188003198608e+01
+2.3943375672974065e-01 +1.0000000000000000e+00 +1.4288261799691247e+01

+2.6056624327025935e-01 +1.0000000000000000e+00 +2.2706796391283032e+01
+2.8943375672974070e-01 +1.0000000000000000e+00 +1.2329519552945671e+01

+3.1056624327025939e-01 +1.0000000000000000e+00 +2.3438250204553984e+01
+3.3943375672974063e-01 +1.0000000000000000e+00 +9.0507998674161634e+00

+3.6056624327025938e-01 +1.0000000000000000e+00 +2.1434821413926525e+01
+3.8943375672974068e-01 +1.0000000000000000e+00 +4.9102934873703887e+00

+4.1056624327025937e-01 +1.0000000000000000e+00 +1.6997926701831325e+01
+4.3943375672974067e-01 +1.0000000000000000e+00 +5.2631378910085813e-01

+4.6056624327025936e-01 +1.0000000000000000e+00 +1.0830965903721369e+01
+4.8943375672974065e-01 +1.0000000000000000e+00 -3.4336619035880092e+00

+5.1056624327025935e-01 +1.0000000000000000e+00 +3.9857386703248121e+00
+5.3943375672974070e-01 +1.0000000000000000e+00 -6.4485352229946535e+00

+5.6056624327025939e-01 +1.0000000000000000e+00 -2.3893812938631842e+00
+5.8943375672974074e-01 +1.0000000000000000e+00 -8.3314505105806109e+00

+6.1056624327025943e-01 +1.0000000000000000e+00 -7.4557798364542629e+00
+6.3943375672974068e-01 +1.0000000000000000e+00 -9.2508989905787740e+00

+6.6056624327025948e-01 +1.0000000000000000e+00 -1.0989572081303857e+01
+6.8943375672974061e-01 +1.0000000000000000e+00 -9.5190449921761733e+00

+7.1056624327025930e-01 +1.0000000000000000e+00 -1.3301121668022340e+01
+7.3943375672974065e-01 +1.0000000000000000e+00 -9.3005941695035794e+00

+7.6056624327025935e-01 +1.0000000000000000e+00 -1.4788033287291553e+01
+7.8943375672974070e-01 +1.0000000000000000e+00 -8.5012928323559951e+00

+8.1056624327025939e-01 +1.0000000000000000e+00 -1.5507374082470045e+01
+8.3943375672974074e-01 +1.0000000000000000e+00 -6.9254632974244306e+00

+8.6056624327025943e-01 +1.0000000000000000e+00 -1.5142687020480487e+01
+8.8943375672974068e-01 +1.0000000000000000e+00 -4.5235550466582177e+00

+9.1056624327025937e-01 +1.0000000000000000e+00 -1.3334629202179295e+01
+9.3943375672974072e-01 +1.0000000000000000e+00 -1.4963604297558342e+00

+9.6056624327025941e-01 +1.0000000000000000e+00 -1.0016664479918120e+01
+9.8943375672974065e-01 +1.0000000000000000e+00 +1.7873064882806469e+00


